"town","sale_amount","property_type","list_year"
"Tolland","364500","Single Family",2020
"Tolland","359000","Single Family",2020
"Tolland","352500","Two Family",2020
"Tolland","350000","Single Family",2020
"Tolland","350000","Two Family",2020
"Tolland","349900","Single Family",2020
"Tolland","348000","Single Family",2020
"Tolland","347500","Single Family",2020
"Tolland","345000","Single Family",2020
"Tolland","342500","Single Family",2020
"Tolland","342000","Single Family",2020
"Tolland","341299","Single Family",2020
"Tolland","340000","Single Family",2020
"Tolland","337500","Single Family",2020
"Tolland","335500","Single Family",2020
"Tolland","335000","Condo",2020
"Tolland","332500","Single Family",2020
"Tolland","330000","Single Family",2020
"Tolland","329900","Single Family",2020
"Tolland","329900","Two Family",2020
"Tolland","325000","Single Family",2020
"Tolland","323000","Residential",2020
"Tolland","322000","Single Family",2020
"Tolland","320000","Condo",2020
"Tolland","320000","Single Family",2020
"Tolland","319900","Single Family",2020
"Tolland","318500","Single Family",2020
"Tolland","317500","Single Family",2020
"Tolland","315000","Single Family",2020
"Tolland","312500","Single Family",2020
"Tolland","310000","Single Family",2020
"Tolland","307000","Single Family",2020
"Tolland","305100","Single Family",2020
"Tolland","302500","Single Family",2020
"Tolland","302000","Single Family",2020
"Tolland","301500","Single Family",2020
"Tolland","300000","Commercial",2020
"Tolland","300000","Single Family",2020
"Tolland","299900","Single Family",2020
"Tolland","298000","Single Family",2020
"Tolland","295500","Single Family",2020
"Tolland","295000","Condo",2020
"Tolland","295000","Single Family",2020
"Tolland","294000","Single Family",2020
"Tolland","292897","Residential",2020
"Tolland","290500","Single Family",2020
"Tolland","290000","Single Family",2020
"Tolland","288500","Single Family",2020
"Tolland","288400","Single Family",2020
"Tolland","288000","Single Family",2020
"Tolland","285000","Residential",2020
"Tolland","285000","Single Family",2020
"Tolland","284000","Single Family",2020
"Tolland","283500","Single Family",2020
"Tolland","283000","Single Family",2020
"Tolland","281000","Single Family",2020
"Tolland","280000","Single Family",2020
"Tolland","279900","Single Family",2020
"Tolland","279500","Single Family",2020
"Tolland","276500","Single Family",2020
"Tolland","275000","Residential",2020
"Tolland","275000","Single Family",2020
"Tolland","270000","Single Family",2020
"Tolland","269000","Condo",2020
"Tolland","268200","Single Family",2020
"Tolland","267000","Residential",2020
"Tolland","266000","Condo",2020
"Tolland","265000","Residential",2020
"Tolland","265000","Single Family",2020
"Tolland","264000","Single Family",2020
"Tolland","261000","Single Family",2020
"Tolland","260000","Single Family",2020
"Tolland","260000","Two Family",2020
"Tolland","259000","Single Family",2020
"Tolland","257560","Single Family",2020
"Tolland","257400","Single Family",2020
"Tolland","255000","Single Family",2020
"Tolland","254100","Single Family",2020
"Tolland","254000","Single Family",2020
"Tolland","253000","Single Family",2020
"Tolland","253000","Two Family",2020
"Tolland","252500","Single Family",2020
"Tolland","251800","Residential",2020
"Tolland","250000","Commercial",2020
"Tolland","250000","Condo",2020
"Tolland","250000","Single Family",2020
"Tolland","249900","Single Family",2020
"Tolland","248500","Single Family",2020
"Tolland","248000","Single Family",2020
"Tolland","247500","Single Family",2020
"Tolland","245500","Single Family",2020
"Tolland","245000","Condo",2020
"Tolland","245000","Single Family",2020
"Tolland","242000","Single Family",2020
"Tolland","241000","Single Family",2020
"Tolland","240000","Commercial",2020
"Tolland","240000","Residential",2020
"Tolland","240000","Single Family",2020
"Tolland","238000","Single Family",2020
"Tolland","236000","Residential",2020
"Tolland","236000","Single Family",2020
"Tolland","235000","Single Family",2020
"Tolland","234000","Single Family",2020
"Tolland","232000","Condo",2020
"Tolland","232000","Single Family",2020
"Tolland","230000","Single Family",2020
"Tolland","229900","Single Family",2020
"Tolland","228000","Single Family",2020
"Tolland","227700","Single Family",2020
"Tolland","227450","Single Family",2020
"Tolland","226600","Single Family",2020
"Tolland","226000","Single Family",2020
"Tolland","225100","Single Family",2020
"Tolland","225000","Single Family",2020
"Tolland","224810","Single Family",2020
"Tolland","224000","Single Family",2020
"Tolland","222500","Single Family",2020
"Tolland","221750","Single Family",2020
"Tolland","221000","Single Family",2020
"Tolland","220000","Commercial",2020
"Tolland","220000","Single Family",2020
"Tolland","219900","Condo",2020
"Tolland","219900","Single Family",2020
"Tolland","219000","Single Family",2020
"Tolland","217000","Single Family",2020
"Tolland","215000","Single Family",2020
"Tolland","213000","Single Family",2020
"Tolland","212000","Single Family",2020
"Tolland","211620","Single Family",2020
"Tolland","211050","Single Family",2020
"Tolland","210000","Residential",2020
"Tolland","210000","Single Family",2020
"Tolland","209000","Single Family",2020
"Tolland","208000","Single Family",2020
"Tolland","207000","Single Family",2020
"Tolland","205101","Residential",2020
"Tolland","205000","Single Family",2020
"Tolland","204000","Single Family",2020
"Tolland","203900","Single Family",2020
"Tolland","203000","Single Family",2020
"Tolland","202000","Two Family",2020
"Tolland","200000","Residential",2020
"Tolland","200000","Single Family",2020
"Tolland","199900","Single Family",2020
"Tolland","199500","Single Family",2020
"Tolland","195300","Single Family",2020
"Tolland","195000","Four Family",2020
"Tolland","195000","Single Family",2020
"Tolland","194900","Single Family",2020
"Tolland","194000","Single Family",2020
"Tolland","193500","Single Family",2020
"Tolland","193000","Single Family",2020
"Tolland","192000","Single Family",2020
"Tolland","191000","Single Family",2020
"Tolland","190500","Single Family",2020
"Tolland","190000","Single Family",2020
"Tolland","188800","Single Family",2020
"Tolland","188198","Single Family",2020
"Tolland","188000","Single Family",2020
"Tolland","187500","Single Family",2020
"Tolland","187000","Residential",2020
"Tolland","186900","Single Family",2020
"Tolland","186500","Single Family",2020
"Tolland","185700","Single Family",2020
"Tolland","185000","Single Family",2020
"Tolland","185000","Two Family",2020
"Tolland","184900","Single Family",2020
"Tolland","184000","Single Family",2020
"Tolland","182500","Single Family",2020
"Tolland","182000","Single Family",2020
"Tolland","181500","Single Family",2020
"Tolland","181250","Single Family",2020
"Tolland","181000","Single Family",2020
"Tolland","180000","Residential",2020
"Tolland","180000","Single Family",2020
"Tolland","179800","Single Family",2020
"Tolland","176800","Single Family",2020
"Tolland","175900","Single Family",2020
"Tolland","175700","Residential",2020
"Tolland","175000","Residential",2020
"Tolland","175000","Single Family",2020
"Tolland","174500","Single Family",2020
"Tolland","174000","Single Family",2020
"Tolland","173000","Single Family",2020
"Tolland","172000","Single Family",2020
"Tolland","171300","Single Family",2020
"Tolland","171000","Two Family",2020
"Tolland","170105","Single Family",2020
"Tolland","170000","Single Family",2020
"Tolland","168900","Single Family",2020
"Tolland","168000","Single Family",2020
"Tolland","167000","Single Family",2020
"Tolland","165077","Single Family",2020
"Tolland","165000","Residential",2020
"Tolland","165000","Single Family",2020
"Tolland","164000","Residential",2020
"Tolland","164000","Single Family",2020
"Tolland","162399","Single Family",2020
"Tolland","162162","Single Family",2020
"Tolland","162000","Single Family",2020
"Tolland","161500","Single Family",2020
"Tolland","161300","Single Family",2020
"Tolland","161000","Single Family",2020
"Tolland","160000","Residential",2020
"Tolland","160000","Single Family",2020
"Tolland","159500","Single Family",2020
"Tolland","159250","Single Family",2020
"Tolland","159000","Condo",2020
"Tolland","159000","Single Family",2020
"Tolland","158000","Condo",2020
"Tolland","158000","Single Family",2020
"Tolland","157500","Residential",2020
"Tolland","157500","Single Family",2020
"Tolland","157000","Single Family",2020
"Tolland","156500","Single Family",2020
"Tolland","156400","Single Family",2020
"Tolland","156000","Single Family",2020
"Tolland","155800","Single Family",2020
"Tolland","155000","Commercial",2020
"Tolland","155000","Residential",2020
"Tolland","155000","Single Family",2020
"Tolland","154900","Single Family",2020
"Tolland","154500","Single Family",2020
"Tolland","154000","Single Family",2020
"Tolland","153000","Single Family",2020
"Tolland","152500","Condo",2020
"Tolland","150225","Single Family",2020
"Tolland","150100","Single Family",2020
"Tolland","150001","Residential",2020
"Tolland","150000","Residential",2020
"Tolland","150000","Single Family",2020
"Tolland","150000","Two Family",2020
"Tolland","149900","Single Family",2020
"Tolland","147500","Single Family",2020
"Tolland","146542","Single Family",2020
"Tolland","146000","Single Family",2020
"Tolland","145200","Single Family",2020
"Tolland","145000","Residential",2020
"Tolland","145000","Single Family",2020
"Tolland","143500","Residential",2020
"Tolland","143000","Single Family",2020
"Tolland","142500","Single Family",2020
"Tolland","142000","Condo",2020
"Tolland","141951","Single Family",2020
"Tolland","140910","Single Family",2020
"Tolland","140000","Residential",2020
"Tolland","140000","Single Family",2020
"Tolland","139900","Single Family",2020
"Tolland","139522","Single Family",2020
"Tolland","139000","Single Family",2020
"Tolland","137900","Single Family",2020
"Tolland","137000","Single Family",2020
"Tolland","135500","Residential",2020
"Tolland","135000","Commercial",2020
"Tolland","135000","Single Family",2020
"Tolland","135000","Vacant Land",2020
"Tolland","134900","Single Family",2020
"Tolland","134000","Single Family",2020
"Tolland","132900","Single Family",2020
"Tolland","132250","Single Family",2020
"Tolland","131500","Single Family",2020
"Tolland","131250","Single Family",2020
"Tolland","131000","Single Family",2020
"Tolland","130000","Single Family",2020
"Tolland","129900","Residential",2020
"Tolland","129800","Residential",2020
"Tolland","129000","Single Family",2020
"Tolland","128000","Single Family",2020
"Tolland","127000","Two Family",2020
"Tolland","125299","Two Family",2020
"Tolland","125000","Residential",2020
"Tolland","125000","Single Family",2020
"Tolland","124600","Two Family",2020
"Tolland","122250","Single Family",2020
"Tolland","120123","Single Family",2020
"Tolland","120000","Single Family",2020
"Tolland","119000","Single Family",2020
"Tolland","117600","Single Family",2020
"Tolland","117299","Single Family",2020
"Tolland","116000","Single Family",2020
"Tolland","115000","Single Family",2020
"Tolland","114000","Residential",2020
"Tolland","114000","Single Family",2020
"Tolland","113500","Single Family",2020
"Tolland","113199","Single Family",2020
"Tolland","112650","Single Family",2020
"Tolland","112500","Single Family",2020
"Tolland","111000","Single Family",2020
"Tolland","110283","Single Family",2020
"Tolland","110000","Condo",2020
"Tolland","110000","Single Family",2020
"Tolland","107625","Single Family",2020
"Tolland","107000","Condo",2020
"Tolland","106950","Condo",2020
"Tolland","106500","Condo",2020
"Tolland","106299","Single Family",2020
"Tolland","106250","Residential",2020
"Tolland","105000","Condo",2020
"Tolland","105000","Single Family",2020
"Tolland","104500","Condo",2020
"Tolland","104000","Single Family",2020
"Tolland","103500","Condo",2020
"Tolland","102500","Single Family",2020
"Tolland","102000","Condo",2020
"Tolland","101876","Single Family",2020
"Tolland","101000","Single Family",2020
"Tolland","100850","Single Family",2020
"Tolland","100000","Condo",2020
"Tolland","100000","Residential",2020
"Tolland","100000","Single Family",2020
"Tolland","99750","Single Family",2020
"Tolland","99355","Single Family",2020
"Tolland","99000","Single Family",2020
"Tolland","98500","Condo",2020
